一级评论;实际爬取到的二级评论内容;单条评论情绪值;信任度指数1;正向情绪最大绝对值;负向情绪最大绝对值;情绪极性差值;信任度指数2;一级评论账号的粉丝数;信任度指数4;信任度值;归一化信任度值
能不能说说，为啥我支付成功，他不显示会员[苦涩];非常抱歉出现这样的情况！私信里之前已经回复您了，我们会全力尽快解决;-0.9313795023071163
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@kisum230:可以参考下这个视频http://t.cn/A6S6r9rJ还有因朋里问到打给谁的问题，她不自信的点倒也没必要和男人扯上，只是因为娇的生长经历导致的安全感问题，她无法确定娇在一些问题和事情中无条件选她（当然也是以前）毕竟娇还是挺理智的，在一些问题面前;0.9999994595205761
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];sa不自信的原因是什么？是追娇的男的，优秀的太多，觉得比不上，而且娇那么想要小孩，自己给不了，所以不自信[费解];0.9828106911622976
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@感恩16896:我们娇娇不止有好看的皮囊，还有有趣的灵魂呢[666];0.9995683085460798
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@浮沉言语间:那么飘蔡总还喜欢，真是颜惹得祸[允悲][允悲];0.9998512762934444
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@隰有荷华_阿萱:这个是真的，她对自己在娇心里处于什么位置不够自信（毕竟娇妻的思绪太飘了[笑哈哈]）;0.9998738654055082
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@安宝眼里有星辰:是橘子洲头拍的那个，世界上另一个我的那个嘛？;0.9991801302769874
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@隰有荷华_阿萱:瑞丽的;0.9514526948089947
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@安宝眼里有星辰:这是什么时候的采访，居然没见过！;0.7918751792713228
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];回复@隰有荷华_阿萱:不是造谣啊，蔡少自己说的之前状态不好，现在好很多，因为又和阿娇走在一起了[doge][doge]http://t.cn/A69vOujT;0.3612724711336299
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];（造谣）因朋第一期xtf说感觉小蔡总变了，更自信了，有可能是那段时间她感受到了娇仔对她的依赖呀，她自己在娇仔内心的地位呀等等一系列的东西，所以更自信了（只是造谣没有依据）;0.999999971127437
以前蔡少对娇对自己的事情没那么自信，而娇妻对自己在蔡少的心里的地位很自信，所以她勇点就什么都有了[666];[偷笑]说的对只要娇够大胆什么都有(我觉得娇说没有就没有了意思是我不管反正试了再说);0.9008985502584639
-----;------;------;0.6017374778201573;0.999999971127437;-0.9957534588481267;1.9957534299755637;0.0021232850122181457;6523;0.0005168325540964744;0.24164767164376946;0.40274611940628235
为什么只有华为手机发不出这个表情[doge][doge];回复@丿栗山小未来:哦哦[doge];0.7405526911852558
为什么只有华为手机发不出这个表情[doge][doge];华为手机可以下载一个讯飞输入法，里面有这个表情🥰🥰;0.4414651825091003
为什么只有华为手机发不出这个表情[doge][doge];🥰🥰打不出来我只能复制[泪][泪][泪];0.9951883047068668
为什么只有华为手机发不出这个表情[doge][doge];回复@日尧雨路Pricer:打不出来;0.13834053877634056
为什么只有华为手机发不出这个表情[doge][doge];回复@日尧雨路Pricer:打不出来[doge][doge];0.08650282253723884
为什么只有华为手机发不出这个表情[doge][doge];你打个喜欢你看看🥰;0.30709446526220296
-----;------;------;0.32439530186561133;0.9951883047068668;;0;1.0;40;3.1692936016953817e-06;0.5297587546049648;0.8829312576749412
别人家粉丝都是各种挖cp柜门。sa娇家的粉丝还要负责堵柜门[doge][doge][doge][doge]。这玩意儿还讲理不讲理[doge];回复@日尧雨路Pricer:永远有饭吃[干饭人][干饭人][干饭人][干饭人];-0.9136096349938925
别人家粉丝都是各种挖cp柜门。sa娇家的粉丝还要负责堵柜门[doge][doge][doge][doge]。这玩意儿还讲理不讲理[doge];谁让正主比粉丝还能造[跪了];0.6659117553733356
-----;------;------;0.789760695183614;0.6659117553733356;-0.9136096349938925;1.579521390367228;0.21023930481638597;73;5.783960823094072e-06;0.40000115679216464;0.6666685946536076
[哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕]要不是百度可查两人年龄，我实在觉得这是小年轻谈恋爱的把戏;回复@日尧雨路Pricer:最多三岁不能再多了[doge];0.08608321962851373
[哆啦A梦害怕][哆啦A梦害怕][哆啦A梦害怕]要不是百度可查两人年龄，我实在觉得这是小年轻谈恋爱的把戏;那可不两位还是宝宝🥰🥰🥰;0.09470159720541282
-----;------;------;0.004309188788449547;0.09470159720541282;;0;1.0;105;8.319395704450377e-06;0.40172533939452076;0.6695422323242012
被偏爱的有恃无恐[doge][doge][doge];一语中的[嘻嘻];0.9394176009165089
-----;------;------;0.0;0.9394176009165089;;0;1.0;26;2.0600408411019984e-06;0.4000004120081682;0.6666673533469469
打好掩护[允悲][允悲][允悲];锅盖顶好[doge]Uknow？;0.2573510064112188
-----;------;------;0.0;0.2573510064112188;;0;1.0;0;0.0;0.4;0.6666666666666666
我发现很多老粉都把希望寄托在娇大胆身上哈哈哈哈哈哈哈哈哈，蔡鹌鹑：做咩啫[怒骂][怒骂][怒骂][怒骂][怒骂];娇姐还是勇的，从蔡鹌鹑不确定会不会选择她到浪姐正宫的气场，娇姐给足了安全感，因朋那会是关键点;0.9950015174748836
我发现很多老粉都把希望寄托在娇大胆身上哈哈哈哈哈哈哈哈哈，蔡鹌鹑：做咩啫[怒骂][怒骂][怒骂][怒骂][怒骂];小趴菜指望不上，只能被娇姐拿捏[doge];-0.921657284346922
我发现很多老粉都把希望寄托在娇大胆身上哈哈哈哈哈哈哈哈哈，蔡鹌鹑：做咩啫[怒骂][怒骂][怒骂][怒骂][怒骂];蔡鹌鹑不如直球娇姐来的爽快[馋嘴][doge];0.8904986394443084
-----;------;------;0.8799249277478999;0.9950015174748836;-0.921657284346922;1.9166588018218056;0.041670599089097204;264;2.091733777118952e-05;0.3686423942023531;0.6144039903372551
刘亦菲，你好，你找我吗？我正在赶来有风小院，你可以让许红豆给我买薯片吗？我要西红柿味的！～;刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😘ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😎ᩤᩤ;1.0
-----;------;------;0.0;1.0;;0;1.0;11591;0.0009183820534312793;0.40018367641068625;0.6669727940178103
刘亦菲许红豆～～你的小可爱我正在赶来的路上，请在有风小院准备好零食饮料耐心等待哦~;刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😴ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😘ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😜ᩤᩤ;1.0
-----;------;------;0.0;1.0;;0;1.0;11591;0.0009183820534312793;0.40018367641068625;0.6669727940178103
你有多久没去旅行了？🍃全实景拍摄，云南风光收进剧中，苍山洱海，大理古城，跟刘亦菲许红豆云游云南，慰藉都市焦虑的你;刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤭ᩤᩤ刘亦菲去有风的地方ᥬᥬ😭ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤭ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😘ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤓ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ👿ᩤᩤ;1.0
-----;------;------;0.0;1.0;;0;1.0;72;5.7047284830516875e-06;0.4000011409456966;0.6666685682428276
逃离快节奏的都市生活💨许红豆去有风的地方治愈自我🍂:)一部田园治愈电视剧，相约彩云之南，与你一起享受大自然;刘亦菲去有风的地方ᥬᥬ🤧ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😷ᩤᩤ刘亦菲去有风的地方ᥬᥬ🤧ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😷ᩤᩤ刘亦菲去有风的地方ᥬᥬ🌝ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤔ᩤᩤ刘亦菲去有风的地方ᥬᥬ🌝ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😉ᩤᩤ;1.0
-----;------;------;0.0;1.0;;0;1.0;18;1.4261821207629219e-06;0.40000028523642417;0.6666671420607069
厌烦了坐在电脑前肩颈酸痛的都市生活💧城市的高楼大厦压得许红豆喘不过气🍂收拾行囊，去有风的地方🌬️一部田园治愈剧，一起逃离都市，拥抱生活🌈;刘亦菲去有风的地方ᥬᥬ😤ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤭ᩤᩤ刘亦菲去有风的地方ᥬᥬ😤ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤭ᩤᩤ刘亦菲去有风的地方ᥬᥬ🥸ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ🤔ᩤᩤ刘亦菲去有风的地方ᥬᥬ🥸ᩤᩤ刘亦菲许红豆@刘亦菲ᥬᥬ😳ᩤᩤ;1.0
-----;------;------;0.0;1.0;;0;1.0;24;1.9015761610172292e-06;0.4000003803152322;0.6666673005253869
hdr把我亮瞎了[微笑];14pm这么拽[吃惊];-0.7619749355451688
-----;------;------;0.0;;-0.7619749355451688;0;1.0;332;2.630513689407167e-05;0.4000052610273788;0.6666754350456313
哈哈哈哈哈哈雀实钟少[色]你赢了;我为钟少扛大旗！！！！！;-0.7788332525896315
-----;------;------;0.0;;-0.7788332525896315;0;1.0;77;6.10089018326361e-06;0.4000012201780367;0.6666687002967278
迷死我了[舔屏][舔屏][舔屏]但是这是蔡太;对，哪里钟少了？[允悲]明明就是傲娇蔡太;0.8614850185720835
迷死我了[舔屏][舔屏][舔屏]但是这是蔡太;不这是钟少！[doge];-0.4609929194387281
-----;------;------;0.6612389690054058;0.8614850185720835;-0.4609929194387281;1.3224779380108116;0.3387610309945942;32;2.5354348813563054e-06;0.4000005070869763;0.6666675118116271
好帅啊好姐好有阅历的味道[悲伤]钟少我可以[舔屏][舔屏][舔屏];首先…我不是……其次我可以[舔屏][舔屏][舔屏][舔屏];-0.47998896747039543
-----;------;------;0.0;;-0.47998896747039543;0;1.0;44;3.48622296186492e-06;0.4000006972445924;0.6666678287409873
钟少，娶妻吗？[爱你];回复@别岚我sa娇:图片评论http://t.cn/A69PLbCc;0.6583180971959186
钟少，娶妻吗？[爱你];不好意思，妾，都要排队[哼];-0.26519781660145303
钟少，娶妻吗？[爱你];回复@chrry的春天0837:已有妻勿扰[doge];0.7252945916461795
钟少，娶妻吗？[爱你];有老婆了[doge];0.293438367029351
钟少，娶妻吗？[爱你];回复@别岚我sa娇:钟少可太帅了，钟少只要不站在蔡少边上，都帅的很。蔡少往身边一站，钟少秒变蔡太[doge];0.9791782919704226
钟少，娶妻吗？[爱你];钟少已经娶了钟太了[doge];-0.69073126288418
-----;------;------;0.5873576267447743;0.9791782919704226;-0.69073126288418;1.6699095548546026;0.1650452225726987;69;5.467031462924533e-06;0.3009622331332818;0.5016037218888029
支持中信筒筒遍全世界;supermarketme[抱一抱];0.7067942117268924
-----;------;------;0.0;0.7067942117268924;;0;1.0;18;1.4261821207629219e-06;0.40000028523642417;0.6666671420607069
娇的眼睛有点湿润了，可能想起了自己出道的一些事;有没有可能娇仔是困了哈哈哈哈[doge];0.9184294317758854
-----;------;------;0.0;0.9184294317758854;;0;1.0;21;1.6638791408900756e-06;0.4000003327758282;0.6666672212930469
，23年，钟少会回来的[威武][威武][威武];钟少大旗不倒[抱一抱];0.5082936856451035
-----;------;------;0.0;0.5082936856451035;;0;1.0;15;1.1884851006357682e-06;0.40000023769702014;0.6666670628283669
站一秒钟少[doge];高举钟少大旗[喵喵];0.1848760126714899
-----;------;------;0.0;0.1848760126714899;;0;1.0;5;3.961617002119227e-07;0.40000007923234004;0.6666667987205667
牛逼牛逼这眼神帅死谁;帅死我了[舔屏][舔屏][舔屏][舔屏];0.47073939478638005
-----;------;------;0.0;0.47073939478638005;;0;1.0;151;1.1964083346400066e-05;0.4000023928166693;0.6666706546944487
站一秒钟少;你站住别跑了[喵喵];0.4314246070134169
-----;------;------;0.0;0.4314246070134169;;0;1.0;221;1.7510347149366985e-05;0.4000035020694299;0.6666725034490497
这表情太美了;建议反复观看[抱一抱];0.8621131001582887
-----;------;------;0.0;0.8621131001582887;;0;1.0;524;4.15177461822095e-05;0.40000830354923644;0.666680505915394
荧幕里角色百变，生活中坚定如初@吴谨言;你是一种感觉，写在夏夜晚风里面@吴谨言;0.9878741239734219
-----;------;------;0.0;0.9878741239734219;;0;1.0;5;3.961617002119227e-07;0.40000007923234004;0.6666667987205667
我喜欢吃巧克力，但是它好像没有你甜@吴谨言;回复@烟波里的棠__:[鲜花][鲜花];0.271906721830506
我喜欢吃巧克力，但是它好像没有你甜@吴谨言;我能给你的不多，容我打个欠条，用余生偿还可好@吴谨言;0.9050543717144539
-----;------;------;0.31657382494197395;0.9050543717144539;;0;1.0;25;1.9808085010596137e-06;0.5266299261384898;0.8777165435641495
希望我能成为你的小众喜好，藏着时欣喜不已，炫耀时格外骄傲@吴谨言;愿你被这世界，温柔以待。@吴谨言;0.9894494075518669
-----;------;------;0.0;0.9894494075518669;;0;1.0;73;5.783960823094072e-06;0.40000115679216464;0.6666685946536076
春风十里，不及相遇有你；晴空万里，不及心中有你@吴谨言;愿你所到之处，遍地阳光。@吴谨言;0.7004781373441824
-----;------;------;0.0;0.7004781373441824;;0;1.0;673;5.33233648485248e-05;0.40001066467296975;0.6666844411216162
承蒙喜欢做的图要的宝贝私我一下或关注频繁了[心];我想要图1[泪];0.8891865843911828
-----;------;------;0.0;0.8891865843911828;;0;1.0;206;1.6321862048731218e-05;0.4000032643724098;0.6666721072873496
求图1;回复@闹脾气的狮子座:[哇][抱一抱][抱一抱];0.9787211292396445
求图1;私一下我否则发不过去了;0.5717396395679593
-----;------;------;0.20349074483584262;0.9787211292396445;;0;1.0;34;2.6938995614410748e-06;0.4813968367142494;0.8023280611904156
彩云又看不了了么？b站也没有了;回复@闹脾气的狮子座:木有找到[泪]这是我看的最闹心的综艺了不好好播就不要拍啊;0.8379863789572901
彩云又看不了了么？b站也没有了;目前这个还可以看BV1KA411S7nS;0.21870734590853425
-----;------;------;0.30963951652437793;0.8379863789572901;;0;1.0;5;3.961617002119227e-07;0.5238558858420912;0.8730931430701518
求图1;回复@闹脾气的狮子座:收到，谢谢[耶];-0.10443542008975504
求图1;拿走[心];0.3112107453283368
-----;------;------;0.20782308270904593;0.3112107453283368;-0.10443542008975504;0.41564616541809185;0.7921769172909541;7;5.546263802966919e-07;0.4000001109252761;0.6666668515421267
求图1[哇];okk;0.0
-----;------;------;0.0;0.0;0.0;0;1.0;158;1.251870972669676e-05;0.40000250374194535;0.6666708395699088
求图1;回复@闹脾气的狮子座:谢谢;0.6670256497099034
求图1;私了[爱你];0.4560263413915524
-----;------;------;0.1054996541591755;0.6670256497099034;;0;1.0;36;2.8523642415258438e-06;0.4422004321365185;0.7370007202275307
图一[泪];私你限制了;0.8823529411764706
图一[泪];👌;0.0
-----;------;------;0.4411764705882353;0.8823529411764706;0.0;0;1.0;58;4.595475722458303e-06;0.5764715073304387;0.9607858455507311
求图1;已私;0.8661200597252785
-----;------;------;0.0;0.8661200597252785;;0;1.0;12;9.507880805086146e-07;0.4000001901576161;0.6666669835960267
求图1谢谢;👌;0.0
-----;------;------;0.0;0.0;0.0;0;1.0;13;1.0300204205509992e-06;0.40000020600408415;0.6666670100068068
p1原图谢谢[哇];[航天员];0.0
-----;------;------;0.0;0.0;0.0;0;1.0;507;4.017079640148896e-05;0.4000080341592803;0.6666800569321337
不知道为什么图一，好好看，求一张好吗[心][打call][打call];👌;0.0
-----;------;------;0.0;0.0;0.0;0;1.0;4;3.1692936016953817e-07;0.4000000633858721;0.6666667723097867
能球球图一吗谢谢[哇][哇];私咯;0.8516777754894038
-----;------;------;0.0;0.8516777754894038;;0;1.0;103;8.160931024365609e-06;0.4000016321862049;0.6666693869770081
图一;私了哈;0.8823529411764706
-----;------;------;0.0;0.8823529411764706;;0;1.0;0;0.0;0.4;0.6666666666666666
求图1[打call];私我一下频繁了;0.7925930232987717
-----;------;------;0.0;0.7925930232987717;;0;1.0;0;0.0;0.4;0.6666666666666666
求图1;频繁了私我一下或者我明天再给[喵喵];0.27620318126124954
-----;------;------;0.0;0.27620318126124954;;0;1.0;164;1.2994103766951066e-05;0.4000025988207534;0.6666709980345888
求图1[单身青蛙];👌;0.0
-----;------;------;0.0;0.0;0.0;0;1.0;25;1.9808085010596137e-06;0.40000039616170024;0.6666673269361669
[跪了]求图一;[奥特曼];0.6241617809667717
-----;------;------;0.0;0.6241617809667717;;0;1.0;0;0.0;0.4;0.6666666666666666
求图1[哇];[喵喵];-0.05246556361561838
-----;------;------;0.0;;-0.05246556361561838;0;1.0;2;1.5846468008476909e-07;0.400000031692936;0.6666667194882266
好辣[馋嘴]如果有小吴跳有点意思里面拉杆那里挺一下的动作就更好了，那个动作非常性感[色];收到意见下次处理[doge];-0.4639024544730226
-----;------;------;0.0;;-0.4639024544730226;0;1.0;630;4.991637422670227e-05;0.4000099832748454;0.6666833054580755
原来真的今天可以看[爱你];我是个有诚信的人[doge];-0.8266499464631805
-----;------;------;0.0;;-0.8266499464631805;0;1.0;1012;8.018312812289317e-05;0.4000160366256246;0.6666933943760409
求春风携阳来;俬，我哟[兔子];0.5518399274037971
-----;------;------;0.0;0.5518399274037971;;0;1.0;0;0.0;0.4;0.6666666666666666
求求莫许情深[泪][泪];俬[兔子];0.5518399274037971
-----;------;------;0.0;0.5518399274037971;;0;1.0;0;0.0;0.4;0.6666666666666666
以后和你对象再去哇[可爱];哈哈[哈哈];0.052465563615616606
-----;------;------;0.0;0.052465563615616606;;0;1.0;165;1.307333610699345e-05;0.4000026146672214;0.666671024445369
玉玉这小表情又把我拿捏了[好喜欢];回复@浴盐啵啵玛奇朵:[笑cry][笑cry][笑cry][笑cry][笑cry][笑cry][笑cry];0.9693493235477859
玉玉这小表情又把我拿捏了[好喜欢];宋广之：艾玛吓我一跳;-0.42321426773460846
-----;------;------;0.6962817956411972;0.9693493235477859;-0.42321426773460846;1.3925635912823944;0.3037182043588028;190;1.5054144608053065e-05;0.40000301082892165;0.6666716847148693
[羞嗒嗒][羞嗒嗒][羞嗒嗒];[嘻嘻];0.8888888888888888
-----;------;------;0.0;0.8888888888888888;;0;1.0;717;5.680958781038972e-05;0.4000113619175621;0.6666856031959367
我们今天也是大晴天[嘻嘻];[抱抱];0.4999999999999998
-----;------;------;0.0;0.4999999999999998;;0;1.0;243;1.9253458630299445e-05;0.40000385069172606;0.66667308448621
下午好啊[赢牛奶];[鲜花];0.33333333333333415
-----;------;------;0.0;0.33333333333333415;;0;1.0;328;2.598820753390213e-05;0.4000051976415068;0.6666753294025113
下午好[心][心][心];[心];0.5297450424929182
-----;------;------;0.0;0.5297450424929182;;0;1.0;168;1.3311033127120604e-05;0.40000266220662545;0.666671103677709
踩踩;[爱你];0.49661016949152526
-----;------;------;0.0;0.49661016949152526;;0;1.0;37;2.9315965815682285e-06;0.40000058631931634;0.6666676438655271
中午了[doge][doge][doge]午好[亲亲][亲亲][亲亲];[嘻嘻];0.8888888888888888
-----;------;------;0.0;0.8888888888888888;;0;1.0;19;1.5054144608053064e-06;0.4000003010828922;0.6666671684714869
踩踩;[抱抱];0.4999999999999998
-----;------;------;0.0;0.4999999999999998;;0;1.0;444;3.517915897881874e-05;0.4000070358317958;0.6666783930529929
晚上好[打call];[鲜花];0.33333333333333415
-----;------;------;0.0;0.33333333333333415;;0;1.0;7;5.546263802966919e-07;0.4000001109252761;0.6666668515421267
早上好;[心];0.5297450424929182
-----;------;------;0.0;0.5297450424929182;;0;1.0;100;7.923234004238455e-06;0.40000158464680086;0.666669307744668
午好呀;[爱你];0.49661016949152526
-----;------;------;0.0;0.49661016949152526;;0;1.0;161;1.2756406746823912e-05;0.40000255128134937;0.6666709188022488
慧慧[抱一抱]晚安[莱西奥][莱西奥][莱西奥];[嘻嘻];0.8888888888888888
-----;------;------;0.0;0.8888888888888888;;0;1.0;659;5.221411208793142e-05;0.4000104428224176;0.6666840713706959
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;哈哈哈哈哈哈哈，以后一定要找到，娇叫蔡少老公的证据[doge][doge][doge];0.9925003795979623
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;鍾少💍都送上了，來扛鍾少大旗吧[doge];-0.5388864095044605
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;可不，钟少党就是嘴硬党[doge];0.11102302420669186
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;哈哈哈哈哈，钟少[威武][威武][威武];0.5569854645812791
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;有蔡少党的地方就有我[笑哈哈]而且谁说蔡太就不能主动，爱是互相的耶[抱一抱];0.9042306570678496
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;蔡少党[good]哈哈哈我也觉得因朋2又能听到蔡太喊老公[doge];0.96275960442781
我虽然极爱写钟小姐视角，但我必须澄清，本人是蔡少粉。诡计多端的钟少粉们不要拿我发的钟小姐视角站钟少，因朋2娇仔肯定叫老公，哼;蔡少党[doge][握手];0.8119527387184717
-----;------;------;0.5262196386855379;0.9925003795979623;-0.5388864095044605;1.5313867891024229;0.23430660544878856;396;3.137600665678428e-05;0.30421677285506193;0.5070279547584364
我非常喜欢钟小姐每次推着蔡戳盐生日蛋糕的样子，闪光灯下见惯无数大场面，当她推着蛋糕走向蔡戳盐，脸上仍然是有些紧张，几多珍重，几多爱意，亲自订制的蛋糕樱桃小丸子手上托着茅台，甘愿将我放在你的手中，你也永远在我心上;这个补充绝绝子[打call][打call];-0.17091560473190248
我非常喜欢钟小姐每次推着蔡戳盐生日蛋糕的样子，闪光灯下见惯无数大场面，当她推着蛋糕走向蔡戳盐，脸上仍然是有些紧张，几多珍重，几多爱意，亲自订制的蛋糕樱桃小丸子手上托着茅台，甘愿将我放在你的手中，你也永远在我心上;多写点[春游家族][春游家族][春游家族];0.1628475412665349
-----;------;------;0.16688157299921869;0.1628475412665349;-0.17091560473190248;0.33376314599843737;0.8331184270007813;396;3.137600665678428e-05;0.40000627520133136;0.6666771253355521
我的互联网嘴替[笑而不语]会说请你多说点~[偷笑][偷笑]蔡少党才是王道！[打call][打call][打call];蔡少蔡少[doge];-0.10464308298026648
我的互联网嘴替[笑而不语]会说请你多说点~[偷笑][偷笑]蔡少党才是王道！[打call][打call][打call];蔡少要支楞起来;-0.05246556361561838
-----;------;------;0.026088759682324048;;-0.10464308298026648;0;1.0;266;2.107580245127429e-05;0.4104397190334199;0.684066198389033
“因为有时候过了那条线有可能爱错过了就没有了”，太过珍惜不敢越步，那就不要错过，那些相互的占有欲，句句都是不甘心，要记得你们永远都是彼此的第一选择;勇敢进一步，没准会有想象不到的未来[doge];0.8577588959329894
“因为有时候过了那条线有可能爱错过了就没有了”，太过珍惜不敢越步，那就不要错过，那些相互的占有欲，句句都是不甘心，要记得你们永远都是彼此的第一选择;看得好揪心[单身狗][单身狗][单身狗][单身狗][单身狗][单身狗];-0.9031175493980153
-----;------;------;0.8804382226655023;0.8577588959329894;-0.9031175493980153;1.7608764453310046;0.11956177733449769;396;3.137600665678428e-05;0.40000627520133136;0.6666771253355521
而且czy再读别着急的时候眼神死死盯着zxt方向;这个眼神分析[666][666][666]当时误以为是个只有zxt知道的刀…;0.8498351256382115
-----;------;------;0.0;0.8498351256382115;;0;1.0;206;1.6321862048731218e-05;0.4000032643724098;0.6666721072873496
比起钟少，我还是喜欢钟猫猫多一点。蔡少，还是辛苦一下你啦，自己的娇妻自己宠，谁让你都把她宠成公主了。加油，给你加几个饭盒好了。[打call][打call];总不能一直鹌鹑吧，一定要支楞起来呀，你可是蔡总[doge];0.6693530537831622
比起钟少，我还是喜欢钟猫猫多一点。蔡少，还是辛苦一下你啦，自己的娇妻自己宠，谁让你都把她宠成公主了。加油，给你加几个饭盒好了。[打call][打call];钟小姐交给你了[心][心][心]蔡少;0.19419419963968299
-----;------;------;0.23757942707173962;0.6693530537831622;;0;1.0;355;2.8127480715046515e-05;0.4950373963248389;0.8250623272080647
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];团超和b站都上传了吧搜“一夜闲灯”;-0.26661879172089153
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];回复@海浪子20025:ok;-0.48848852521866504
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];回复@亦邶呀:好吧[允悲];0.9892898492011575
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];你北京的电视肯定看不到啊你得到云南去看[doge];-0.29002669466037134
亲们，你们从哪看的？电视我都打开了找不到这个台[允悲];云视网。不行等上传;-0.4035452264884991
-----;------;------;0.5464718723620262;0.9892898492011575;-0.48848852521866504;1.4777783744198225;0.26111081279008874;469;3.715996747987835e-05;0.323040506054342;0.5384008434239033
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];回复@星空棒棒糖first:还有一种可能就是不会有官宣然后退休一起到老;0.9988782290271114
看小说的时候不管她俩怎么虐对于结局来说都是糖点，现实看她俩的时候不管她们怎么甜对于我们来说都是虐点啊[悲伤][悲伤][悲伤]磕她们最上头的就是过程都很甜，结局却未知。她们想给我们的结局就是恋人已满，只能朋友[悲伤][悲伤][悲伤];回复@花谢亦非流:[悲伤][悲伤][悲伤];0.999990004412862
