发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;发布者是否大v;发布者性别;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;评论者认证;评论者性别;主题相似度;标记
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;大力跳发球OUT;其他;再跌7000亿，也比不上恒大的负债[doge];2023-02-09 15:26:54;0;-1;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;渡头月色沉沉70526;其他;一个不敢想象的数字[doge];2023-02-09 13:06:19;0;-1;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;用户王陆;其他;你数10年都数不过来。;2023-02-09 12:37:00;0;-1;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;jshsvjs;广西;我没见过所以我也不懂[doge];2023-02-09 11:57:15;0;-1;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;爆辣口味的深V女郎;湖南;这钱我这辈子下辈子下下辈子都不可能见到的;2023-02-09 11:55:45;1;-1;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;JHL-玲;广东;顺便也给我解释一下;2023-02-09 11:49:40;0;-1;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;喜欢芝士葡萄奶盖;其他;这就是有钱人的世界;2023-02-09 11:44:59;0;-1;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;立志成为索隆的女人;山东;反正就是几辈子都赚不回来[允悲];2023-02-09 11:44:01;0;-1;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;哒咩咩咩lll;湖北;数都数不过来;2023-02-09 11:41:19;0;0;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;欧气小木子;其他;[允悲][允悲]相信自己的眼睛;2023-02-09 11:35:38;0;-1;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;离经叛道Y;安徽;就是这么多钱啊[doge];2023-02-09 11:22:21;0;0;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;510;听不道的真话;北京;这个没法解释;2023-02-09 11:09:30;0;0;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;2686;最爱吃抹茶味;上海;正在风口浪尖上，这翻车的时机不妙啊[doge]国内企业要引以为戒吧，好好做功课，别重蹈覆辙。;2023-02-09 11:06:53;5;0;f;1.0324177704483044e-05;0
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;2686;江晚一夏断余愁;其他;希望可以做好;2023-02-09 15:35:16;0;0;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;2686;夏日花儿朵朵开8706;重庆;技术做的不够好;2023-02-09 14:17:52;0;-1;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;2686;离经叛道Y;安徽;要不然这么多没了[允悲];2023-02-09 11:22:34;0;0;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;2686;青羽流纱;广东;希望可以重整旗鼓;2023-02-09 11:14:35;0;0;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;2686;那年的那个雨天lo_oz;其他;他就是有点着急了;2023-02-09 11:12:09;1;0;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;352;离经叛道Y;安徽;这市值蒸发，这负责人看着心痛啊[doge];2023-02-09 11:22:05;4;0;m;1.0324177704483044e-05;0
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;352;夏日花儿朵朵开8706;重庆;股价涨跌都很正常;2023-02-09 14:16:56;0;-1;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;352;花椰菜不吃小鱼饼干;福建;蒸发都是马内呀[允悲];2023-02-09 12:20:31;0;-1;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;352;清浅K清浅;湖南;谁看着都会心疼吧。[允悲];2023-02-09 12:14:23;0;-1;f;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;352;吉吉国王着急了;吉林;跌跌涨涨都很正常吧。￼￼;2023-02-09 12:07:22;0;-1;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;352;w孤岛原住民_;广西;我们旁观者看着都心痛;2023-02-09 11:49:35;0;-1;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;593;甜甜的巧;北京;微软这波简直赢麻了。[doge];2023-02-09 11:40:17;4;0;f;1.0324177704483044e-05;0
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;593;悲伤过后是笑容;其他;这一波站在大气层[doge];2023-02-10 00:40:24;0;-1;m;1.0324177704483044e-05;1
鍋盖頭司令;山东;8844000;118;240;865;谷歌犯错致市值一夜蒸发亿，谷歌在公开活动中犯下如此大的错误，直接暴露出自家的技术缺陷，而谷歌的对手，的投资者微软，却一路高歌猛进，在近日推出了新版本的必应搜索引擎和浏览器，并将融合到了其中，直接使得必应的下载量猛增倍，微软股价也随之大涨。这可真是人与人的悲欢并不相通。抓住风口必须要有过硬的硬实力，就比如这次的谷歌，很长一段时间一直在研究人工智能，结果就是因为这一个失误，就让其市值一夜蒸发亿，不能说是前功尽弃，也可以说是损失惨重了。而本次谷歌事件，也是为国内企业敲响了警钟，最近因大热的汉王科技，已经实现连板，而计划在今年三月对旗下项目“文心一言”进行公测的百度，股价也曾一度暴涨。希望上述概念企业，可以好好钻研自己的技术，不要像谷歌一样，在关键时刻翻车。;#谷歌AI犯错致市值一夜蒸发7172亿#;1;m;593;小脾气085;天津;还真是[打call];2023-02-09 23:14:23;0;-1;m;1.0324177704483044e-05;1
