标题;帖子账号粉丝数;发布者;发布时间;弹幕数;点赞数;硬币数;收藏数;转发数;评论数;发布者是否经过认证;发布者是否为商业性质账号;用户名;评论内容;评论时间;评论点赞数;一级账号粉丝数;标记;评论者性别;评论者会员等级;评论者是否开通大会员;评论者是否经过认证
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;红魔馆的芙兰朵露本人;不是ADC？;1628404271;0;288;1;女;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;万岁乐来打;不是ASOUL;1628519052;2;288;1;女;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;Nitori_Tachyon;不是APFSDS尾翼稳定脱壳穿甲弹？;1670077931;0;288;1;保密;5;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;阿卡林的神秘商店;游戏风格不错;1628303164;9;14;0;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;梦断之时;你也是越共？;1628302816;8;3;0;男;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;麦田英魂;都去玩ai作画了，ai作画的升级迭代速度和坐火箭一样，ai音乐没人炒作，玩的人少感觉算法升级的好慢;1664811601;6;7;0;保密;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;赣太BAKA无路赛;哎呦卧槽，这事好的;1628501437;4;47;0;女;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;一罐Jam;ao;1629711814;0;47;1;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;朕为何总想害刁民;漫展模拟器还做吗;1628302824;4;6;0;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;大谷的游戏创作小屋;做的做的，今年发;1628303308;1;6;1;男;6;1;0
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;朕为何总想害刁民;回复大谷的游戏创作小屋你就是鸽王之王;1628310671;0;6;1;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;敢敢勇闯天下;你好，up主我姥爷今天去世了可以帮我做一张我姥爷的动图吗;1628943249;3;7;0;男;4;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;宅居雷;这个是在哪里生成的啊，一般人可以上传生成玩吗？;1628526031;3;16;0;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;百舸莫争流;需要自己架设的，还没平民化;1629198945;1;16;1;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;宅居雷;回复百舸莫争流唉，只能看大佬玩了笑哭;1629424987;1;16;1;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;核动力鼠鼠;新鲜的;1628300733;3;19;0;男;5;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;-DoremySweet-;您好，请问能求一下里面出现的背景图吗？谢谢;1629000006;2;257;0;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;Gordon-Freeman;more;1628514082;2;632;0;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;爱玩游戏的船;01：28说实话p的还挺好;1658709766;2;349;0;男;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;煼n;怎么自己做;1635752298;1;200;0;保密;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;灵乌赂空;开幕雷击，我好了啊啊啊啊啊啊啊啊啊啊;1630051489;1;173;0;保密;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;Desire加速中;热词系列三连;1630023840;1;364;0;保密;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;里加华亭;用什么做的？;1629002190;1;72;0;保密;5;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;西川Kahin;在？ai哪去找;1628838955;1;40;0;男;5;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;AlphaDanser;如何做到的;1628312588;1;193;0;保密;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;纱奈朵YakumoZusa;好听;1628312630;1;888;0;男;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;管狐管牧典;这就是同人音的魅力吗;1628312097;1;206;0;保密;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;爱丽丝Faithce;有生之年;1628302623;1;1613;0;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;高维尘埃;神乎其技啊;1628301720;1;88;0;保密;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;荣冠君辉;羞羞好听呀;1628301284;1;94;0;男;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;一只清新汪;前排;1628300796;1;11;0;女;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;灸甘泉山草;好活;1628300771;1;16;0;保密;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;史鈦浓;ai以后是大趋势呀，以后那些裁缝们没饭吃了;1667126510;1;12;0;男;5;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;鷲巣宮羽Mia;希望下次up能用一下副歌部分训练一下AI试试;1655999682;1;8;0;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;morned;游戏风格的那首好棒希望继续更新这个系列;1638530708;0;44;0;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;女孩为诃穿短裙;66;1636376543;0;108;0;女;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;stlarry;为什么不让ai续写他本人的曲呢藏狐;1634820630;0;2;0;保密;4;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;魔理沙channel;感动，UP主又作这个系列了，时隔3年;1629511155;0;622;0;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;魔理沙channel;卧槽UP主回来了，我期待了好久，断更两年了;1629510689;0;622;0;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;雾雨魔怔沙;肖邦那是什么鬼（）;1629461163;0;45;0;保密;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;汤h;好家伙;1629085654;0;11394;0;男;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;宅禅真人;可以融合作家的特色吗？打算装车上，通过刹车油门反馈给AI生成随机变量，不间断得生成不同的曲子;1628692846;0;10;0;保密;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;账号已注销;这个好像不是即时生成的吧，而且训练出来也不是在什么平台都可以用吧;1630718534;1;10;1;保密;0;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;伪劣产品;AI编出来的东西跟前奏的关联度几乎为0;1628675825;0;30;0;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;卖冰淇淋的容器猫;灵魂夺取;1628671828;0;44084;0;男;6;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;无语聊初代机;AI哪里找？doge;1628655542;0;85;0;男;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;夜空_迭代;莫扎特绝了啊啊啊打call打call打call;1628647955;0;14;0;保密;4;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;少竹;为什么听起来没内味呢说到底还是八七拍的音乐太少了（大概）;1628621978;0;56;0;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;香港迪奥查员;惊了，猛啊;1628609084;0;3;0;男;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;藤原愛支;莫名联想到猫和老鼠tv鬼脸;1628560281;0;28;0;保密;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;多频道的猫;热词系列好耶;1628556206;0;1;0;男;3;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;寿司屋的营业;二创量产器;1628555413;0;1514;0;保密;6;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;一朵平淡无奇的向日葵;期待第四期ww;1628533102;0;75;0;保密;5;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;Sugarrance;吾辈楷模;1628530088;0;56;0;男;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;是qb吖;开头这图真的好像小圆脸;1628409482;0;95;0;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;恋恋今天吃什么;原曲粉碎机doge;1628401842;0;9;0;女;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;面包咖啡机;这是怎么弄出来的？;1628397430;0;52;0;男;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;希羽司言;www;1628347694;0;36;0;保密;5;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;孟徽杭;上传midi一直生成不了;1628346457;0;918;0;女;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;canalvorfeed;风格迁移？;1628344179;0;41;0;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;优越高贵天龙人;0;1628313184;0;95;0;男;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;咸蛋酱巴拉巴;这是音乐风格迁移吗？厉害了doge;1628312574;0;489;0;保密;5;2;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;WOOTSAOSSUNIIMA;意外的ao听;1628311093;0;2697;0;保密;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;EsiLA_;好耶;1628308934;0;23;0;男;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;未锦夏智;支持;1628307551;0;202;0;保密;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;真觉了;热词系列知识增加热词系列三连;1628307521;0;45;0;男;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;小猹狸的尾巴;求片尾二小姐bgm的链接;1628307267;0;2;0;保密;6;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;小猹狸的尾巴;找到啦，在简介里;1628309446;0;2;1;保密;6;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;某十七岁少女;支持;1628304870;0;826;0;女;3;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;东海人民;哦吼，车车人狂喜;1628303942;0;142;0;男;6;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;Toki灬今生唯愛;感觉比一年前玩过的ai强不少;1628303721;0;224;0;女;6;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;怀抱自己手中的人生;这是这么做的，我想试试看。;1669984455;0;12;0;保密;5;1;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;染发风格g;请问是什么ai软件呀;1653126252;0;12;0;保密;3;0;-1
【AI作曲】莫扎特作曲的东方音乐这么好听?!人工智能甲壳虫乐队！哈德曼的妖怪少女！【大谷纽约实验室】;170000;大谷的游戏创作小屋;2021-08-07 09:44:29;212;2022;327;1176;111;149;音乐人大谷Spitzer，《漫展模拟器》制作人;0;玉虚宫的阴阳玉;这不是著名的二五仔模拟器制作人嘛;1644860394;0;323;0;男;6;2;-1
用ChatGPT能写出原创歌曲吗？五分钟教你用AI创作音乐！;170000;联合投稿;2023-01-14 16:14:00;4;261;37;234;78;20;音乐人大谷Spitzer，《漫展模拟器》制作人;0;境界使八雲小白;歌词中的cookie暗指AI自身，这首歌表达了AI对自身未来的向往和对AI未来命运做出的预言（不是;1673685713;15;83;0;保密;6;2;-1
用ChatGPT能写出原创歌曲吗？五分钟教你用AI创作音乐！;170000;联合投稿;2023-01-14 16:14:00;4;261;37;234;78;20;音乐人大谷Spitzer，《漫展模拟器》制作人;0;VIVY有梦想;这个题材是我指定的，我当时真的想的就是饼干。。;1673899814;1;83;1;女;4;1;-1
用ChatGPT能写出原创歌曲吗？五分钟教你用AI创作音乐！;170000;联合投稿;2023-01-14 16:14:00;4;261;37;234;78;20;音乐人大谷Spitzer，《漫展模拟器》制作人;0;一手好尸;后面有几段，饼干上面全是眼睛我逐渐不适是真的;1673701558;9;28;0;保密;6;1;-1
